tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
Off to the gym in a few minutes. I consider myself a regular. I guess many others joining me #NewYearsResolution #2015,Health & Fitness,Excersize More,"Newton, MA",MA,Northeast,male,0,2015-01-01,4,Thursday
This is my #NewYearsResolution http://t.co/2ck3qZInDR,Humor,Humor about New Years,"Rhinelander, WI",WI,Midwest,male,0,2015-01-01,4,Thursday
#NewYearsResolution Raise enough $$ 4 My #Holistic #Cancer treatment. #KickCancersButt . Make sure Everyone knows I'm Grateful 4 them :),Finance,Manage debt,Western Michigan,MI,Midwest,female,0,2015-01-01,4,Thursday
So other than extending my #streamchallenge to a 2nd year (730 days) I am also going to #exercise every day this year #NewYearsResolution,Health & Fitness,Excersize More,"Pennsylvania ",PA,Northeast,male,0,2015-01-01,4,Thursday
#NewYearsResolution 2. Be even more like Archer,Personal Growth,Try new things,"Bakersfield, CA",CA,West,male,0,2015-01-01,4,Thursday
To stay lowkey and happy #NewYearsResolution,Personal Growth,Watch less TV,Knoxville,TN,South,male,0,2015-01-01,4,Thursday
"Psalms 19:14May the words of my mouth &amp; the meditation of my heart be pleasing to You, O  Lord, my rock &amp; my redeemer.#NewYearsResolution",Personal Growth,Be more positive,"Vermont, USA",VT,Northeast,male,0,2015-01-01,4,Thursday
"New year, new goals! Time to #getafterit #fitfam #fitnessmotivation #NewYearsResolution #livfit #MakeItHappen #FitFluential #eatclean #Goals",Health & Fitness,Quit smoking,Chicago,IL,Midwest,male,0,2015-01-01,4,Thursday
#NewYearsResolution 3. Start a new life in a new city with a new career and flip bakersfield off as it shrinks in your rear view mirror,Personal Growth,Watch less TV,"Bakersfield, CA",CA,West,male,0,2015-01-01,4,Thursday
#NewYearsResolution is to be a better person than I was last year.,Personal Growth,Improve my attitude,Gig harbor Wa,WA,West,male,0,2015-01-01,5,Thursday
"RT @jasonfpereira: My #NewYearsResolution: ""Disconnecting From Work After Hours"" http://t.co/Le0MVoIUoB by @RonFriedman @FastCompany #HR #m‰Û_",Personal Growth,Other,"Rochester, New York",NY,Northeast,male,1,2015-01-01,5,Thursday
Another #NewYearsResolution: Keep my phone in my pocket more. Observe more of what's around me. Tweet &amp; share more purposefully.,Personal Growth,Have more patience,"Langhorne, PA",PA,Northeast,male,0,2015-01-01,5,Thursday
My ongoing #NewYearsResolution is to have no less than one massage per month. #TreatingMyselfRight #HappyNewYear,Health & Fitness,Improve my body,Miami,FL,South,female,0,2015-01-01,5,Thursday
"While on the plane today, I think my first task of the #NewYear shall be...practice writing the date wrong. #yolo #NewYearsResolution",Humor,Humor about Recreation and Leisure Resolutions,"grinnell, ia",IA,Midwest,female,0,2015-01-01,5,Thursday
#NewYearsResolutionBEDScroll Cotton traps &amp; holds1)sock bottom U-C dirt2)Bedsheets U-dont1)ugly2)infectsShare w/sick?No Way!Why?,Recreation & Leisure,Other,North California,CA,West,male,0,2015-01-01,5,Thursday
My #NewYearsResolution is to be more friendly and also to get in shape what is yours?,Personal Growth,Be more friendly,Seattle,WA,West,male,0,2015-01-01,5,Thursday
My #NewYearsResolution? Watch a lot more @espn! Here's why http://t.co/coWjgxdrCs #NewYear #2015 #healthy,Recreation & Leisure,See a Concert/Show,"Chapel Hill, North Carolina",NC,South,female,1,2015-01-01,5,Thursday
"#NewYearsResolution No. 1: Get ""Chol's Animation Analysis"" started. (Aiming to have ""love according to Summer Wars"" by February",Recreation & Leisure,Spend more time on my hobby,"Florence, AL",AL,South,male,0,2015-01-01,5,Thursday
"@TODAYshow My #NewYearsResolution to  Unrush, Unplug &amp; be #stronger2015 spiritually, mentally, and physically! #startTODAY",Personal Growth,Improve my attitude,Mississippi,MS,South,female,0,2015-01-01,5,Thursday
@MarshallRamsey Unrush and Unplug! #NewYearsResolution #stronger2015,Personal Growth,Update my wardrobe,Mississippi,MS,South,female,1,2015-01-01,5,Thursday
RT @RebeccaTurnerRD: @MarshallRamsey Unrush and Unplug! #NewYearsResolution #stronger2015,Personal Growth,Other,"Mississippi. ",MS,South,male,1,2015-01-01,5,Thursday
"2015...I want to be the best son, husband, father, and friend I can be! #NewYearsResolution",Personal Growth,Have more patience,"East Peoria, IL",IL,Midwest,male,1,2015-01-01,5,Thursday
"""@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes"" you can do it _ÙÔ_ÙÔ_ÙÔ_ÙÔ",Health & Fitness,Quit smoking,Salmen High,LA,South,female,0,2015-01-01,5,Thursday
"#NewYearsResolution: always be prepared, have patience, and find joy",Personal Growth,Have more patience,"Washington, DC",DC,South,female,0,2015-01-01,5,Thursday
I think if I add 15lbs of muscle it will help me get a boyfriend. Those are my #NewYearsResolution 's. Sorta kill two birds with two stones.,Health & Fitness,Improve my body,"San Francisco, Milky Way",CA,West,male,0,2015-01-01,5,Thursday
Im gonna be more slutty. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,Wicker Park-Chicago,IL,Midwest,male,0,2015-01-01,5,Thursday
My #NewYearsResolution is to live in the reality that Jesus is not ashamed to call me brother. http://t.co/QdqV3e5f2m http://t.co/mcW3WBDDqD,Personal Growth,Focus on Religion and Faith,The Bluegrass State,KY,South,male,0,2015-01-01,5,Thursday
#NewYearsResolution #1 take PERFECT care of my diabetes. Spread the word so others can know what they may be up against. It can kill you,Health & Fitness,Improve my body,"Lubeck, WV",WV,South,male,0,2015-01-01,5,Thursday
"My #NewYearsResolution list: Continue to explore yoga, learn a new language, buy &amp; learn to play an acoustic guitar, save more money.",Education/Training,Learn a new language,"South Bend, IN",IN,Midwest,male,0,2015-01-01,5,Thursday
RT @protagonist52: 2014 was my toughest year ever. I hope 2015's fortunes are better. My #NewYearsResolution is to be nice everyday.,Personal Growth,Be more positive,"Boston, MA",MA,Northeast,male,2,2015-01-01,5,Thursday
One thing I missed out in the last 3 years- conversations on twitter.Lot of people to connect with and talk to in 2015 #NewYearsResolution,Family/Friends/Relationships,Make new friends,"Southborough, MA, USA",MA,Northeast,male,0,2015-01-01,5,Thursday
"#NewYearsResolution: Make time devoted to thoughtless distractions and busy work smaller, and make a positive difference in 2015.",Personal Growth,Be more positive,"USA, Nevada",NV,West,male,0,2015-01-01,5,Thursday
#NewYearsResolution #2 stop thinking my age has anything to do with what can be wrong with me. Open heart surgery 4 days after 47th.,Personal Growth,Be more positive,"Lubeck, WV",WV,South,female,0,2015-01-01,5,Thursday
"#NewYearsResolution #3 make sure my family, friends and those around me know how much I care about them. Almost left them behind not knowing",Family/Friends/Relationships,Spend more time with significant other,"Lubeck, WV",WV,South,female,0,2015-01-01,5,Thursday
My #NewYearsResolution is to focus on my #Family more. So much to be thankful for. Less time on the #SocialMedia probably would be a start.,Family/Friends/Relationships,Spend more time with family,Murfreesboro Tn.,TN,South,male,0,2015-01-01,5,Thursday
"New Years resolution, stop taking selfies in exchange for portraits. #NewYearsResolution #2015",Personal Growth,Be more positive,Texas,TX,South,male,0,2015-01-01,5,Thursday
"#NewYearsResolution Remember that it's about the journey, not the destination. http://t.co/F5AuKyGl1b",Personal Growth,Improve my appearance,Philly Area,PA,Northeast,female,0,2015-01-01,5,Thursday
"RT @richardbranson: I‰Ûªm a list maker...helps me to not only organise my life, but get things done http://t.co/91DNqIxVNB #NewYearsResolution",Time Management/Organization,Re-organize,"Syracuse, NY",NY,Northeast,female,0,2015-01-01,5,Thursday
Why is my mind of liquor today?! #NewYearsResolution #failed geez,Humor,Humor about Health and Fitness Resolutions,Kalamazoo/Grand Rapids,MI,Midwest,male,0,2015-01-01,5,Thursday
Going to start 2015 off right... By canceling my gym membership! Oh yea... To join one closer to home. #NewYearsResolution,Health & Fitness,Excersize More,"Indianapolis, IN",IN,Midwest,female,0,2015-01-01,5,Thursday
My #NewYearsResolution was to write a haiku. My work here is done.,Humor,Humor about Personal Growth and Interests Resolutions,"The Abyss, Portland, Oregon",OR,West,male,0,2015-01-01,5,Thursday
"A new year, a new me!! Just kidding.  Hahaha..#BlahBlahBlah #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,Minnesota,MN,Midwest,female,0,2015-01-01,5,Thursday
"To fly, to serve. #NewYearsResolution",Personal Growth,Be more positive,"San Francisco ",CA,West,male,0,2015-01-01,5,Thursday
I need to drink more coffee #keepingconsistent #NewYearsResolution,Health & Fitness,Other,"Baltimore, MD",MD,South,female,0,2015-01-01,5,Thursday
#NewYearsResolution To start driving out to the country more and see all the small town DQs around here...,Recreation & Leisure,Take more vacation,"Schertz, Texas",TX,South,male,0,2015-01-01,5,Thursday
Need help with #NewYearsResolution: Fav if I should care less what others think. RT if I should not use social media to make decisions.,Personal Growth,Use less social media,"Lenexa, KS",KS,Midwest,male,1,2015-01-01,5,Thursday
"It's a new year and a new day, let's rejoice in the Lord and be transformed by His Spirit. #God #Jesus #NewYear #NewYearsResolution #2k15",Personal Growth,Focus on Religion and Faith,"Fort Worth, Texas",TX,South,male,1,2015-01-01,6,Thursday
New year same ol me! Happy New year!! #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,"Miami ",FL,South,male,0,2015-01-01,6,Thursday
RT @Austinflyskites: My #NewYearsResolution is to stop judging people on social media so hard.,Personal Growth,Respect Others,"Connecticut ",CT,Northeast,female,1,2015-01-01,6,Thursday
What a great way to bring in the #newyear - healthy dehydrated snacks! #healthyliving #NewYearsResolution http://t.co/DebFkWCWvQ,Health & Fitness,Eat healthier,Massachusetts,MA,Northeast,female,0,2015-01-01,6,Thursday
"RT @bRitBluhm: One thing that should be left in 2014: the word ""Bae"" #thankyou #NewYearsResolution #forTheWorld",Personal Growth,Be more positive,"Kansas City, Kansas",KS,Midwest,female,4,2015-01-01,6,Thursday
"My resolutions For the New Year go in oneYear, out the other.#punku #haiku #senryu #RockinEve #NewYear #NewYearsResolution #NewYearsDay",Humor,Humor about not Resolutions in general,South Florida,FL,South,female,12,2015-01-01,6,Thursday
New Years Resolution? Making sure I write 2015 instead of 2014 when writing the year in the date #NewYearsResolution #NewYear2015,Humor,Humor about Time Management/Organization Resolutions,"Jacksonville, FL",FL,South,male,2,2015-01-01,6,Thursday
"My #NewYearsResolution is to get more closer with #God, you know..build a stronger relationship",Personal Growth,Focus on Religion and Faith,"Hartford(Hartfud), CT.",CT,Northeast,male,2,2015-01-01,6,Thursday
What a great way to start #NewYear2015 than with 30 minutes of #weightraining and #cardio. #NewYearsResolution #RiseandGrind #BeastMode #fit,Health & Fitness,Drink Less Caffine,Gibsonville,NC,South,male,0,2015-01-01,6,Thursday
"@JHor247 #NewYearsResolution Take more snaps, drink more Fireball",Recreation & Leisure,Spend more time on my hobby,WI,WI,Midwest,male,0,2015-01-01,6,Thursday
Put less creamer in my coffee. #NewYearsResolution,Health & Fitness,Eat Less Sugar,"King, NC",NC,South,male,0,2015-01-01,6,Thursday
My New Years resolution is to drink champagne everyday. #2015 #NYE2015 #NewYearsResolution,Recreation & Leisure,Other,Kentucky,KY,South,female,0,2015-01-01,6,Thursday
#NewYearsResolution ... Find my inner heaven ... http://t.co/dJoBzRiMOG,Personal Growth,Focus on my self,"Chicago ",IL,Midwest,female,2,2015-01-01,6,Thursday
I'm going to try and not screw it up... that bad. #NewYearsResolution,Personal Growth,Be more positive,Washington D.C.,DC,South,male,0,2015-01-01,6,Thursday
RT @mplatco: Hitting the gym hard tomorrow... #NewYear #NewYearsResolution #2015 #nomnom https://t.co/IF0q7QtybK,Health & Fitness,Go to the gym more,"springfield, ma",MA,Northeast,male,1,2015-01-01,6,Thursday
#newyearsresolution? Sleep as much as  I can _Ù÷â_ÙÕ__ÙÕ_ #happynewyear started off sleeping _ÙÕ__ÙªÎ http://t.co/xPgIs0RVZ5,Health & Fitness,Get more sleep,NYC,NY,Northeast,female,0,2015-01-01,6,Thursday
Make a few people think I'm completely normal before blindsiding them with my actual personality. #NewYearsResolution,Family/Friends/Relationships,Make new friends,"King, NC",NC,South,male,1,2015-01-01,6,Thursday
Should have stopped while I was ahead on my Twitter game. Get funnier on Twitter. #NewYearsResolution,Humor,Other,"King, NC",NC,South,male,0,2015-01-01,6,Thursday
"RT @4twentyluck: My #NewYearsResolution is to get more closer with #God, you know..build a stronger relationship",Personal Growth,Focus on Religion and Faith,"Hartford,CT",CT,Northeast,male,2,2015-01-01,6,Thursday
"#NewYearsResolutionStop &amp; pray with the homeless, especially when in a time crunch to get somewhere. _Ùª",Personal Growth,Respect Others,"Phoenix, Arizona",AZ,West,female,5,2015-01-01,6,Thursday
#NewYearsResolution Have stronger takes,Personal Growth,Improve my attitude,WI,WI,Midwest,male,2,2015-01-01,6,Thursday
RT @Warchyld_ENT: #2014 taught me alot and showed me the ways of many people! #2015 I ask god to keep me sucka free and save #HipHop #NewY‰Û_,Personal Growth,Be more positive,Philly,PA,Northeast,male,2,2015-01-01,6,Thursday
My #NewYearsResolution is to lose 300 pounds. I haven't been -120 since grade school!,Health & Fitness,Quit smoking,"State College, PA",PA,Northeast,male,0,2015-01-01,6,Thursday
I just want to improve myself not change #NewYearsResolution,Personal Growth,Focus on my self,"GA, TX, MS",GA,South,female,0,2015-01-01,6,Thursday
"Also, my last minute #NewYearsResolution was to read one book per month. I've exceeded that goal since maybe 1996? Keeping the bar low...",Personal Growth,Read more books,North Carolina,NC,South,male,0,2015-01-01,6,Thursday
"2015 #NewYearsResolution ‰Û¢ sketch more,  finish more illustrations‰Û¢ less procrastination‰Û¢ more sleep‰Û¢ get better at league lmfao",Time Management/Organization,Clean something,Columbus,OH,Midwest,female,0,2015-01-01,6,Thursday
My #NewYearsResolution is to wear more fake eyelashes. Mostly cus I don't think these will come off #HappyNewYear #NYE2015 #2015 #celenrate,Humor,Humor about Personal Growth and Interests Resolutions,#NewYorkCity,NY,Northeast,female,0,2015-01-01,6,Thursday
New years resolutions. Stop drinking orange juice after brushing my teeth.  Oh and eat more bacon. #NewYearsResolution,Health & Fitness,Eat healthier,Lafayette,LA,South,male,0,2015-01-01,6,Thursday
‰ÛÏ@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes‰Û PRAISE THE LORD _ÙªÎ_ÙÕÄ_ÙÔ,Health & Fitness,Quit smoking,VA,VA,South,male,0,2015-01-01,6,Thursday
My #NewYearsResolution is to try new things and not let anything hold me back.,Personal Growth,Appreciate what I have,Albany NY,NY,Northeast,male,0,2015-01-01,6,Thursday
2015 #NewYearsResolution: become a principal #aspiringadmin. Build #edpolicy connections. Move back home #iowa. #run 600 miles.,Career,Get a new job,"Katy, TX",TX,South,male,0,2015-01-01,6,Thursday
"My #NewYearsResolution get a better job, be happy all the time, be next to my fam,back to college http://t.co/jlLWwzy0dY",Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,new york,NY,Northeast,female,0,2015-01-01,6,Thursday
Join me in supporting the protection of undiscovered areas in 2015.  We are almost certain they are out there. #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,Boise,ID,West,male,0,2015-01-01,6,Thursday
#newyearsresolution #memphis Treat all living things with the same respect.Agree? http://t.co/c4kZiiQFGA,Personal Growth,Improve my attitude,"Memphs, TN",TN,South,female,0,2015-01-01,6,Thursday
2015 will be a year of sharing (and getting active on Twitter) #NewYearsResolution,Personal Growth,Use more social media,Sunny southern California,CA,West,male,0,2015-01-01,6,Thursday
#NewYearsResolution Stop leaving my stuff in hotel rooms post checkout!!  #vagabondprobs,Time Management/Organization,Re-organize,"Bowling Green, OH",OH,Midwest,female,0,2015-01-01,6,Thursday
#NewYearsResolution I just want to be Happy‰ÏÓ•ü,Personal Growth,Be More Fun,"Houston Tx ",TX,South,male,0,2015-01-01,6,Thursday
#NewYearsResolution No. 44 - Be a Twitter leader and not just a Twitter follower.,Personal Growth,Use more social media,Vegas,NV,West,male,0,2015-01-01,6,Thursday
Share the box of Oreos. #NewYearsResolution,Personal Growth,Be more friendly,"King, NC",NC,South,male,0,2015-01-01,6,Thursday
#NewYearsResolution tweet more often!,Personal Growth,Use more social media,"Philadelphia, Pennsylvania ",PA,Northeast,female,0,2015-01-01,6,Thursday
To find the positives in every day #NewYearsResolution,Personal Growth,Be more positive,"Ormond Beach, FL",FL,South,male,0,2015-01-01,6,Thursday
"#NewYearsResolution No.82 - Inspire someone with a Tweet, then follow it with 1,326 jokes about farts.",Humor,Humor about Health and Fitness Resolutions,Vegas,NV,West,male,0,2015-01-01,6,Thursday
Ya'll can workout but I'm gonna eat a whole lot of cinnamon rolls. #rucklesluts #newyearsresolution,Health & Fitness,Other,indianapolis,IN,Midwest,female,2,2015-01-01,6,Thursday
Already broke my #NewYearsResolution of going to bed with makeup on. But I also went to bed in tights &amp; full jewelry... so there's that.,Humor,Humor about Personal Growth and Interests Resolutions,"Nantucket, MA",MA,Northeast,female,0,2015-01-01,6,Thursday
"Happy New Year! Pray more, read God's Word daily, listen, obey, and show Christ's love to others.  #NewYearsResolution",Personal Growth,Be more positive,"Mustang, Oklahoma",OK,South,female,0,2015-01-01,6,Thursday
"It always seems like a good idea, I'll start in February! #NewYearsResolution #HNY2015 #2k15 #Goodbye2014 http://t.co/xU6tP6puy3",Humor,Humor about Health and Fitness Resolutions,New York City,NY,Northeast,male,0,2015-01-01,6,Thursday
‰ÛÏ@preppy_nc: #NewYearsResolution stop wearing big tshirts and spirit jerseys everyday to school _Ù÷â_Ù÷â‰Û amen _Ù÷â Probably won't happen though LBR,Personal Growth,Be more positive,"Nashville,TN ",TN,South,female,0,2015-01-01,6,Thursday
RT @s3lentz: I think my #NewYearsResolution is to be more like @taylorswift13  http://t.co/HOIEQXn2W6,Recreation & Leisure,Hike more,"Cleveland, OH",OH,Midwest,female,1,2015-01-01,6,Thursday
‰ÛÏ@preppy_nc: #NewYearsResolution stop wearing big tshirts and spirit jerseys everyday to school _Ù÷â_Ù÷â‰Û yea that ain't happening _Ù÷â,Humor,Humor about Recreation and Leisure Resolutions,"swansboro, nc ‰÷Û•ü",NC,South,female,0,2015-01-01,6,Thursday
RT @thisoneisnot: #HappyNewYear2015 #NewYearsResolution eat less veal. http://t.co/PXOc3KzfTW,Health & Fitness,Lose weight,Connecticut,CT,Northeast,female,2,2015-01-01,6,Thursday
"Think I'll improve the way I write the number ""4"" down on paper. #NewYearsResolution",Personal Growth,Other,New York City,NY,Northeast,male,0,2015-01-01,6,Thursday
My #NewYearsResolution is making  more memories w/ @johnny_cobra @LLMStallings @StallingsTX &amp; to remember to write #2015! #doh,Family/Friends/Relationships,Make more time for friends,TX,TX,South,female,0,2015-01-01,6,Thursday
RT @JoJoMedhurst: 9. Be healthier #NewYearsResolution,Health & Fitness,Excersize More,Texas,TX,South,female,1,2015-01-01,6,Thursday
"Happy New Year! My #NewYearsResolution is to continue to share in the love and laughter with my family, and with y‰Ûªall!",Family/Friends/Relationships,Spend more time with family,"Savannah, Georgia",GA,South,female,29,2015-01-01,7,Thursday
‰ÛÏ@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes‰Û same,Health & Fitness,Quit smoking,VA,VA,South,female,0,2015-01-01,7,Thursday
My third New Years Resolution 1. Stop making lists.B. Be more consistent.7. Learn to count.#NewYearsResolution,Humor,Humor about Time Management/Organization Resolutions,Arizona,AZ,West,female,0,2015-01-01,7,Thursday
My fourth New Years Resolution 1. Stop getting distracted by the Intern#NewYearsResolution,Recreation & Leisure,Take a cross country trip,Arizona,AZ,West,female,0,2015-01-01,7,Thursday
"@jimjefferies #NewYearsResolution  to watch all of your stand up shows :) Best one so far, about guns :)",Recreation & Leisure,Go to Europe,"Townshend, Vermont",VT,Northeast,female,0,2015-01-01,7,Thursday
The best thing about #CES is I never think about diet being a part of my #NewYearsResolution.,Health & Fitness,Eat healthier,Rhode Island,RI,Northeast,female,0,2015-01-01,7,Thursday
"#NewYearsResolution, 18 libraries to visit around the world. http://t.co/fHAOZOQXi6 http://t.co/Ct68CyArTz‰Û",Personal Growth,Read more books,"Plano, TX",TX,South,female,0,2015-01-01,7,Thursday
Starting the New Year off with a marathon writing session &amp; pretending I live in 1485 Ireland. #NewYearsResolution #amwriting #GETITDONE2015,Personal Growth,Acheive My Goals,"Denver, CO",CO,West,female,0,2015-01-01,7,Thursday
My #NewYearsResolution is to stop making New Year's Resolutions.,Humor,Humor about not Resolutions in general,New York City,NY,Northeast,male,1,2015-01-01,7,Thursday
Working toward my goal of stepping into the ring this year! #NewYearsResolution 2015 is the year #MuayThai,Personal Growth,Acheive My Goals,"Katy, TX USA",TX,South,male,2,2015-01-01,7,Thursday
@TiburonNaples play more golf! #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,South Florida,FL,South,male,0,2015-01-01,7,Thursday
"My #NewYearsResolution is to not let anyone define me ""for"" me.",Personal Growth,Other,ventura county,CA,West,male,0,2015-01-01,7,Thursday
#NewYearsResolution use #MyFitnessPal religiously,Health & Fitness,Stop/Quit Drinking,Massachusetts,MA,Northeast,female,0,2015-01-01,7,Thursday
My #NewYearsResolution is to see as few horrible movies as possible in 2015.,Recreation & Leisure,Spend more time on my hobby,"Forest Hills, NY",NY,Northeast,male,0,2015-01-01,7,Thursday
My #NewYearsResolution is to never move during the #holidays again.,Humor,Humor about Education/Training Resolutions,"Mooresville, North Carolina ",NC,South,male,0,2015-01-01,7,Thursday
My #NewYearsResolution is to avoid the gym until everyone else gives up on their resolution.  My sheet cake reserves are bottomless.,Humor,Humor about Health and Fitness Resolutions,"Roxbury, MA",MA,Northeast,male,0,2015-01-01,7,Thursday
This year I'm going to focus on working on my butt. Literally. A beautifully #booty is a sad thing to waste. #NewYearsResolution,Health & Fitness,Improve my body,Louisville,KY,South,female,0,2015-01-01,7,Thursday
@piedmontpark : This is my first public admission of #NewYearsResolution procrastination... The revised official start date is now 1/2/15,Humor,Humor about New Years,"Atlanta, GA",GA,South,male,0,2015-01-01,7,Thursday
Maybe our new years resolution should be to [keep] our new years resolutions. #newyear #newyearsresolution,Personal Growth,Curse less,Southern California  / Houston,CA,West,male,0,2015-01-01,7,Thursday
My #NewYearsResolution to drink less #coffee is failing miserably. #java #scratchthatone,Health & Fitness,Drink Less Caffine,Connecticut,CT,Northeast,male,2,2015-01-01,7,Thursday
"Eating mozzarella sticks that have been out for 12 hours and drinking coffee. New year, new you. #NewYearsResolution #NewYear #NewYearNewMe",Recreation & Leisure,Cook more,"ny, ny",NY,Northeast,female,0,2015-01-01,7,Thursday
That #NewYearsResolution to have more patience? Not happenin' http://t.co/TokpwrVdhq,Humor,Humor about not Resolutions in general,Michigan,MI,Midwest,female,0,2015-01-01,7,Thursday
#NewYearsResolution ... Eat more #Bacon.,Humor,Humor about Health and Fitness Resolutions,chicago,IL,Midwest,male,0,2015-01-01,7,Thursday
Happy New Year#NewYearsResolution Finish Putting the book together,Personal Growth,Read more books,Washington DC,DC,South,male,0,2015-01-01,7,Thursday
"Prayer for 2015 from @TTC_Thoughts: http://t.co/tMuluwCuZ4 ""Ignite in others and me a fiery compassion..."" #NewYearsResolution",Personal Growth,Be more positive,"Roanoke, VA",VA,South,male,0,2015-01-01,7,Thursday
"@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes""",Health & Fitness,Quit smoking,Alaska,AK,West,female,0,2015-01-01,7,Thursday
#NewYearsResolution to try this Gluten-free thing.Guess what has zero Gluten?#NYResolutions http://t.co/klfPHjYFYL,Health & Fitness,Go gluten free,Dallas,TX,South,male,1,2015-01-01,7,Thursday
Now that's it's 2015 the start to my #NewYearsResolution is to get more sleep... _ÙÕ_,Health & Fitness,Quit smoking,"Boston, MA",MA,Northeast,female,0,2015-01-01,7,Thursday
#NewYearsResolution : no more drinking.!,Health & Fitness,Stop/Quit Drinking,Detroit‰Ï_,MI,Midwest,female,0,2015-01-01,7,Thursday
RT @petersarsgaard: Let's change the world already. #NewYearsResolution Collective resolution time.,Personal Growth,Other,"Brooklyn, NY",NY,Northeast,male,12,2015-01-01,7,Thursday
#NewYearsResolution to stop trying to give the world to people who don't deserve even a smile from my mouth.,Personal Growth,Improve my attitude,"Billerica, Massachusetts",MA,Northeast,female,2,2015-01-01,7,Thursday
"Coffee, green smoothie, treadmill workout. We got this 2015! Have a healthy New Year everyone :) #NewYearsResolution",Health & Fitness,Go to the gym more,"Allentown, PA",PA,Northeast,female,0,2015-01-01,7,Thursday
Don't think outside the box. Think like there is no box. #NewYearsResolution,Humor,Humor about New Years,Abbeville Alabama,AL,South,male,0,2015-01-01,7,Thursday
@Prettypixiecat Maybe my #NewYearsResolution should be to be better about taking pictures...,Personal Growth,Be more positive,"Albuquerque, NM",NM,West,male,0,2015-01-01,7,Thursday
"I would work on not being a douche tidal wave 24/7 first ""@chrisbrown: #NewYearsResolution stop smoking cigarettes""",Health & Fitness,Quit smoking,"Brooklyn, New York",NY,Northeast,male,0,2015-01-01,7,Thursday
My #NewYearsResolution - saying yes to happiness and learning to say no more often http://t.co/CfBDfkktAd,Personal Growth,Be more positive,"Louisville, KY",KY,South,female,5,2015-01-01,7,Thursday
#NewYearsResolution I will return those overdue videos to the empty lot where the Blockbuster used to be.,Humor,Humor about Recreation and Leisure Resolutions,"Louisville, KY",KY,South,male,0,2015-01-01,7,Thursday
#HappyNewYear#2015!My #NewYearsResolution is to promise #share more #pics #foryourenjoyment #TwitterFans #photography http://t.co/pv7R3DcOfp,Personal Growth,Be more positive,Southern California,CA,West,male,0,2015-01-01,7,Thursday
My New Years resolution is to be more creative &amp; active. #NewYearsResolution,Personal Growth,Be more positive,"chicago ",IL,Midwest,female,0,2015-01-01,7,Thursday
Word #NewYearsResolution http://t.co/ush6RhIHW4,Humor,Humor about Recreation and Leisure Resolutions,Indianapolis,IN,Midwest,female,0,2015-01-01,7,Thursday
Getting 2015 started with a good workout. #NewYearsResolution,Health & Fitness,Improve my body,Humble Tx,TX,South,male,0,2015-01-01,7,Thursday
"Wait, #CastleHunters is a real thing (i.e. show on HGTV of people buying castles)? I found my new goal in life ... #NewYearsResolution",Humor,Humor about Family/Friends/Relationships Resolutions,"Washington, DC",DC,South,female,0,2015-01-01,7,Thursday
#NewYearsResolution This year I will watch all 3 extended #lordoftherings movies back to back. And it starts now!! #lotr #TheHobbit,Recreation & Leisure,See a Concert/Show,Brooklyn,NY,Northeast,female,0,2015-01-01,7,Thursday
"""He must increase, I must decrease"" John 3:30 #NewYearsResolution #JesusFirst #2015",Personal Growth,Focus on Religion and Faith,Central Minnesota,MN,Midwest,male,0,2015-01-01,7,Thursday
"RT @NoNameInIndy: Do better, dance more, remember to write 2015. #NewYearsResolution",Personal Growth,Spend less time on Facebook,NH,NH,Northeast,female,1,2015-01-01,7,Thursday
"All I want this year is to continue to get gains, graduate and join the Corps #NewYearsResolution",Education/Training,Improve Grades,Florida,FL,South,male,0,2015-01-01,7,Thursday
"""@StubHub: #NewYearsResolution = Go to more concerts!""haha sounds like us @GraceNoel27 @DibartAPA2011",Recreation & Leisure,See a Concert/Show,MICHIGAN!,MI,Midwest,female,0,2015-01-01,7,Thursday
@amahnke Done! #NewYearsResolution: Buy More Books. _Ù÷ã,Personal Growth,Read more books,"Fort Wayne, Indiana",IN,Midwest,female,0,2015-01-01,7,Thursday
My #NewYearsResolution for 2015 is to moon the #GoogleCar http://t.co/cIbNlvlIDo,Humor,Humor about New Years,"Dallas, TX",TX,South,male,0,2015-01-01,7,Thursday
This year I want to be more accepting of people. I spent way to much time in 2014 being judgmental. _Ù_ä #NewYearsResolution,Personal Growth,Have more patience,South of the Mason Dixon,PA,Northeast,female,0,2015-01-01,7,Thursday
My #NewYearsResolution is #Gratitude,Personal Growth,Appreciate what I have,"SLC, Utah",UT,West,female,0,2015-01-01,7,Thursday
Live long and prosper. http://t.co/Q96NrsTb1S #2015 #NewYearsResolution #NYE2015,Health & Fitness,Other,Cincinnati,OH,Midwest,female,0,2015-01-01,7,Thursday
